Gene 1	Gene 2	Weight	Network group	Network
ABCC3	MGLL	0.016693851	Co-expression	Arijs-Rutgeerts-2009
MMP9	C1QA	0.010133639	Co-expression	Arijs-Rutgeerts-2009
MMP9	LILRB4	0.014573455	Co-expression	Arijs-Rutgeerts-2009
MMP9	MMP8	0.018592577	Co-expression	Arijs-Rutgeerts-2009
MMP9	LAG3	0.014369759	Co-expression	Arijs-Rutgeerts-2009
MMP9	IL6	0.013208981	Co-expression	Arijs-Rutgeerts-2009
VCAN	FAM20A	0.0062785805	Co-expression	Arijs-Rutgeerts-2009
VCAN	SMOC1	0.010251523	Co-expression	Arijs-Rutgeerts-2009
VCAN	ESAM	0.003664834	Co-expression	Arijs-Rutgeerts-2009
VCAN	DYSF	0.0033289338	Co-expression	Arijs-Rutgeerts-2009
VCAN	LHFPL6	0.0026562074	Co-expression	Arijs-Rutgeerts-2009
VCAN	FSTL1	0.008532205	Co-expression	Arijs-Rutgeerts-2009
VCAN	CAV2	0.009989542	Co-expression	Arijs-Rutgeerts-2009
VCAN	PPBP	0.007708266	Co-expression	Arijs-Rutgeerts-2009
VCAN	HLX	0.006255981	Co-expression	Arijs-Rutgeerts-2009
VCAN	BST2	0.00556397	Co-expression	Arijs-Rutgeerts-2009
VCAN	HTRA1	0.0016698574	Co-expression	Arijs-Rutgeerts-2009
VCAN	PTGS1	0.0054734047	Co-expression	Arijs-Rutgeerts-2009
VCAN	LTBP1	0.008577573	Co-expression	Arijs-Rutgeerts-2009
VCAN	ASGR2	0.007931444	Co-expression	Arijs-Rutgeerts-2009
VCAN	CD14	0.00469644	Co-expression	Arijs-Rutgeerts-2009
VCAN	SPARC	0.0018333307	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	LILRA5	0.008263639	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	MCEMP1	0.004832899	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	DYSF	0.0034284515	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	SIGLEC5	0.006041636	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	PTAFR	0.007728238	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	FST	0.008194008	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	HLX	0.00618981	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	PTGS1	0.005379685	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	S100A9	0.0038070783	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	AQP9	0.00428672	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	S100A8	0.0040684706	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	PTX3	0.0045934063	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	ASGR2	0.008123062	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	S100A12	0.006022843	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	ACSL1	0.004332157	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	TNF	0.007487511	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	IL6	0.0065033715	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	CD14	0.004815581	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	FPR2	0.0040325252	Co-expression	Arijs-Rutgeerts-2009
SLC2A3	ACTN1	0.008610328	Co-expression	Arijs-Rutgeerts-2009
LTF	CLU	0.028104793	Co-expression	Arijs-Rutgeerts-2009
ASAP2	MGST1	0.013150844	Co-expression	Arijs-Rutgeerts-2009
MNDA	LILRA5	0.008988607	Co-expression	Arijs-Rutgeerts-2009
MNDA	MCEMP1	0.004845884	Co-expression	Arijs-Rutgeerts-2009
MNDA	VNN3	0.010004033	Co-expression	Arijs-Rutgeerts-2009
MNDA	SLC25A37	0.0074304496	Co-expression	Arijs-Rutgeerts-2009
MNDA	SIGLEC5	0.0067816963	Co-expression	Arijs-Rutgeerts-2009
MNDA	HLX	0.006646195	Co-expression	Arijs-Rutgeerts-2009
MNDA	NRGN	0.00769754	Co-expression	Arijs-Rutgeerts-2009
MNDA	S100A9	0.0041869907	Co-expression	Arijs-Rutgeerts-2009
MNDA	AQP9	0.0046933545	Co-expression	Arijs-Rutgeerts-2009
MNDA	S100A8	0.0043413267	Co-expression	Arijs-Rutgeerts-2009
MNDA	PTX3	0.0052928445	Co-expression	Arijs-Rutgeerts-2009
MNDA	ASGR2	0.008010188	Co-expression	Arijs-Rutgeerts-2009
MNDA	S100A12	0.006168043	Co-expression	Arijs-Rutgeerts-2009
MNDA	ACSL1	0.0047689914	Co-expression	Arijs-Rutgeerts-2009
MNDA	TNF	0.008382221	Co-expression	Arijs-Rutgeerts-2009
MNDA	IL6	0.0072410344	Co-expression	Arijs-Rutgeerts-2009
MNDA	CD14	0.0055437973	Co-expression	Arijs-Rutgeerts-2009
MNDA	FPR2	0.004717266	Co-expression	Arijs-Rutgeerts-2009
MNDA	SLC2A3	0.0032388319	Co-expression	Arijs-Rutgeerts-2009
CD163	HTRA1	0.0058045825	Co-expression	Arijs-Rutgeerts-2009
CD163	SPARC	0.005900695	Co-expression	Arijs-Rutgeerts-2009
CD163	VCAN	0.009490701	Co-expression	Arijs-Rutgeerts-2009
CSF3R	LILRA5	0.009875955	Co-expression	Arijs-Rutgeerts-2009
CSF3R	MCEMP1	0.0053713424	Co-expression	Arijs-Rutgeerts-2009
CSF3R	VNN3	0.009248364	Co-expression	Arijs-Rutgeerts-2009
CSF3R	DYSF	0.004072594	Co-expression	Arijs-Rutgeerts-2009
CSF3R	SLC25A37	0.008354115	Co-expression	Arijs-Rutgeerts-2009
CSF3R	SIGLEC5	0.0069847116	Co-expression	Arijs-Rutgeerts-2009
CSF3R	PTAFR	0.009487608	Co-expression	Arijs-Rutgeerts-2009
CSF3R	PPBP	0.008310702	Co-expression	Arijs-Rutgeerts-2009
CSF3R	NRGN	0.008895876	Co-expression	Arijs-Rutgeerts-2009
CSF3R	S100A9	0.0042951237	Co-expression	Arijs-Rutgeerts-2009
CSF3R	AQP9	0.0051911715	Co-expression	Arijs-Rutgeerts-2009
CSF3R	S100A8	0.0047036116	Co-expression	Arijs-Rutgeerts-2009
CSF3R	S100A12	0.006430732	Co-expression	Arijs-Rutgeerts-2009
CSF3R	IL18R1	0.007171639	Co-expression	Arijs-Rutgeerts-2009
CSF3R	ACSL1	0.0048454907	Co-expression	Arijs-Rutgeerts-2009
CSF3R	TNF	0.0080983965	Co-expression	Arijs-Rutgeerts-2009
CSF3R	FPR2	0.0047645476	Co-expression	Arijs-Rutgeerts-2009
CSF3R	ACTN1	0.009836738	Co-expression	Arijs-Rutgeerts-2009
CSF3R	SLC2A3	0.0033513585	Co-expression	Arijs-Rutgeerts-2009
CSF3R	MNDA	0.0036581021	Co-expression	Arijs-Rutgeerts-2009
C1QB	SIGLEC1	0.017221361	Co-expression	Arijs-Rutgeerts-2009
C1QB	C1QA	0.016550543	Co-expression	Arijs-Rutgeerts-2009
C1QB	MAFB	0.008480338	Co-expression	Arijs-Rutgeerts-2009
C1QB	LILRB4	0.01879107	Co-expression	Arijs-Rutgeerts-2009
C1QB	VSIG4	0.017960873	Co-expression	Arijs-Rutgeerts-2009
C1QB	CXCL10	0.011566745	Co-expression	Arijs-Rutgeerts-2009
C1QB	MMP9	0.011425802	Co-expression	Arijs-Rutgeerts-2009
COL3A1	LHFPL6	0.01015063	Co-expression	Arijs-Rutgeerts-2009
COL3A1	MMP8	0.02766477	Co-expression	Arijs-Rutgeerts-2009
COL3A1	HTRA1	0.006398275	Co-expression	Arijs-Rutgeerts-2009
COL3A1	SPARC	0.0066480176	Co-expression	Arijs-Rutgeerts-2009
COL3A1	VCAN	0.010235511	Co-expression	Arijs-Rutgeerts-2009
CDC42BPA	ITGB3	0.014093441	Co-expression	Rosenwald-Staudt-2001
THBS1	PCSK6	0.015242857	Co-expression	Rosenwald-Staudt-2001
THBS1	CSF1	0.011469727	Co-expression	Rosenwald-Staudt-2001
THBS1	CDC42BPA	0.009905734	Co-expression	Rosenwald-Staudt-2001
SMOX	ITGB3	0.018355	Co-expression	Rosenwald-Staudt-2001
ITGA1	ARHGEF12	0.008430811	Co-expression	Rosenwald-Staudt-2001
ITGA1	CDC42BPA	0.006837475	Co-expression	Rosenwald-Staudt-2001
ITGA1	CCL8	0.0079448	Co-expression	Rosenwald-Staudt-2001
CXCL10	CSF1	0.01827101	Co-expression	Rosenwald-Staudt-2001
LAG3	TNFSF13	0.017794745	Co-expression	Rosenwald-Staudt-2001
MYLK	ITGA1	0.007350799	Co-expression	Rosenwald-Staudt-2001
MYLK	LAG3	0.017209433	Co-expression	Rosenwald-Staudt-2001
IL15	LAG3	0.022024779	Co-expression	Rosenwald-Staudt-2001
IL15	MYLK	0.021278482	Co-expression	Rosenwald-Staudt-2001
ITGB5	ITGA1	0.008524387	Co-expression	Rosenwald-Staudt-2001
ITGB5	LAG3	0.02116942	Co-expression	Rosenwald-Staudt-2001
ITGB5	MYLK	0.025389982	Co-expression	Rosenwald-Staudt-2001
ITGB5	IL15	0.026478814	Co-expression	Rosenwald-Staudt-2001
ITGA7	ITGA1	0.0072988854	Co-expression	Rosenwald-Staudt-2001
ITGA7	MYLK	0.013378317	Co-expression	Rosenwald-Staudt-2001
GAS6	ITGA1	0.008210051	Co-expression	Rosenwald-Staudt-2001
VWF	ARHGEF12	0.009334794	Co-expression	Rosenwald-Staudt-2001
VWF	CX3CL1	0.009089629	Co-expression	Rosenwald-Staudt-2001
VWF	THBS1	0.007430785	Co-expression	Rosenwald-Staudt-2001
VWF	ITGA1	0.0047844886	Co-expression	Rosenwald-Staudt-2001
VWF	LAG3	0.009942378	Co-expression	Rosenwald-Staudt-2001
VWF	MYLK	0.009125191	Co-expression	Rosenwald-Staudt-2001
VWF	IL15	0.008497244	Co-expression	Rosenwald-Staudt-2001
VWF	ITGB5	0.010711804	Co-expression	Rosenwald-Staudt-2001
VWF	ITGA7	0.0077843154	Co-expression	Rosenwald-Staudt-2001
SELP	MED12L	0.0050947494	Co-expression	Rosenwald-Staudt-2001
SELP	IL6R	0.010887978	Co-expression	Rosenwald-Staudt-2001
CYP1B1	TNFSF13	0.0065386747	Co-expression	Rosenwald-Staudt-2001
CYP1B1	ITGB3	0.007607307	Co-expression	Rosenwald-Staudt-2001
CYP1B1	ARHGEF12	0.0065194466	Co-expression	Rosenwald-Staudt-2001
CYP1B1	CDC42BPA	0.005167837	Co-expression	Rosenwald-Staudt-2001
CYP1B1	CX3CL1	0.0069427844	Co-expression	Rosenwald-Staudt-2001
CYP1B1	THBS1	0.0067047686	Co-expression	Rosenwald-Staudt-2001
CYP1B1	SMOX	0.0066660573	Co-expression	Rosenwald-Staudt-2001
CYP1B1	ITGA1	0.004139618	Co-expression	Rosenwald-Staudt-2001
CYP1B1	CXCL10	0.007890959	Co-expression	Rosenwald-Staudt-2001
CYP1B1	IL15	0.0065728063	Co-expression	Rosenwald-Staudt-2001
CYP1B1	ITGB5	0.0071984567	Co-expression	Rosenwald-Staudt-2001
CYP1B1	ITGA7	0.0058796643	Co-expression	Rosenwald-Staudt-2001
CYP1B1	VWF	0.005193014	Co-expression	Rosenwald-Staudt-2001
LGMN	TNFSF13	0.008716224	Co-expression	Rosenwald-Staudt-2001
LGMN	SMOX	0.008491743	Co-expression	Rosenwald-Staudt-2001
LGMN	VWF	0.005876995	Co-expression	Rosenwald-Staudt-2001
LGMN	CYP1B1	0.0047988477	Co-expression	Rosenwald-Staudt-2001
LCN2	SMOX	0.01562547	Co-expression	Rosenwald-Staudt-2001
MGLL	MGST1	0.008676845	Co-expression	Rosenwald-Staudt-2001
MGLL	SPTB	0.007845048	Co-expression	Rosenwald-Staudt-2001
MGLL	CX3CL1	0.007387644	Co-expression	Rosenwald-Staudt-2001
MGLL	CXCL10	0.008102676	Co-expression	Rosenwald-Staudt-2001
MGLL	LGMN	0.0048254477	Co-expression	Rosenwald-Staudt-2001
GSTM5	CALD1	0.010303667	Co-expression	Rosenwald-Staudt-2001
TNF	ITGB3	0.013774264	Co-expression	Rosenwald-Staudt-2001
ALOX12	DLC1	0.021652663	Co-expression	Rosenwald-Staudt-2001
WASF3	ITGA7	0.018360455	Co-expression	Rosenwald-Staudt-2001
WASF3	VWF	0.012391116	Co-expression	Rosenwald-Staudt-2001
WASF3	CYP1B1	0.009137429	Co-expression	Rosenwald-Staudt-2001
WASF3	LGMN	0.01204124	Co-expression	Rosenwald-Staudt-2001
PLPP3	EHD3	0.013930213	Co-expression	Rosenwald-Staudt-2001
PLPP3	ITGB3	0.011988049	Co-expression	Rosenwald-Staudt-2001
PLPP3	ITGA1	0.006032426	Co-expression	Rosenwald-Staudt-2001
PLPP3	LAG3	0.012564921	Co-expression	Rosenwald-Staudt-2001
PLPP3	MYLK	0.0154369	Co-expression	Rosenwald-Staudt-2001
PLPP3	IL15	0.012882041	Co-expression	Rosenwald-Staudt-2001
PLPP3	ITGB5	0.015903812	Co-expression	Rosenwald-Staudt-2001
PLPP3	ITGA7	0.011341084	Co-expression	Rosenwald-Staudt-2001
PLPP3	VWF	0.0077926563	Co-expression	Rosenwald-Staudt-2001
PLPP3	CYP1B1	0.0057908595	Co-expression	Rosenwald-Staudt-2001
STAT1	CXCL10	0.018126782	Co-expression	Rosenwald-Staudt-2001
STAT1	LAG3	0.01845904	Co-expression	Rosenwald-Staudt-2001
STAT1	IL15	0.01946946	Co-expression	Rosenwald-Staudt-2001
STAT1	CYP1B1	0.0074263876	Co-expression	Rosenwald-Staudt-2001
TNFSF10	TNFSF13	0.013788616	Co-expression	Rosenwald-Staudt-2001
TNFSF10	IL15	0.013857997	Co-expression	Rosenwald-Staudt-2001
TNFSF10	CYP1B1	0.006421757	Co-expression	Rosenwald-Staudt-2001
TNFSF10	LGMN	0.007657553	Co-expression	Rosenwald-Staudt-2001
TNFSF10	STAT1	0.015572306	Co-expression	Rosenwald-Staudt-2001
CD14	TNFSF13	0.010303178	Co-expression	Rosenwald-Staudt-2001
CD14	SPTB	0.010471783	Co-expression	Rosenwald-Staudt-2001
CD14	LAG3	0.0115287965	Co-expression	Rosenwald-Staudt-2001
CD14	VWF	0.006400245	Co-expression	Rosenwald-Staudt-2001
CD14	CYP1B1	0.0051904647	Co-expression	Rosenwald-Staudt-2001
CD14	LGMN	0.0066938233	Co-expression	Rosenwald-Staudt-2001
CD14	PLPP3	0.0072744116	Co-expression	Rosenwald-Staudt-2001
CD14	STAT1	0.010169268	Co-expression	Rosenwald-Staudt-2001
CD14	TNFSF10	0.008513042	Co-expression	Rosenwald-Staudt-2001
VEGFC	EHD3	0.011677414	Co-expression	Rosenwald-Staudt-2001
VEGFC	ARHGEF12	0.01061073	Co-expression	Rosenwald-Staudt-2001
VEGFC	MYLK	0.010413083	Co-expression	Rosenwald-Staudt-2001
VEGFC	IL15	0.010697477	Co-expression	Rosenwald-Staudt-2001
VEGFC	ITGB5	0.012878826	Co-expression	Rosenwald-Staudt-2001
VEGFC	ITGA7	0.008798937	Co-expression	Rosenwald-Staudt-2001
VEGFC	VWF	0.0076118354	Co-expression	Rosenwald-Staudt-2001
VEGFC	CYP1B1	0.004651169	Co-expression	Rosenwald-Staudt-2001
VEGFC	PLPP3	0.009546595	Co-expression	Rosenwald-Staudt-2001
VEGFC	TNFSF10	0.009041957	Co-expression	Rosenwald-Staudt-2001
VCAM1	TNFSF13	0.011654236	Co-expression	Rosenwald-Staudt-2001
VCAM1	ARHGEF12	0.0109076295	Co-expression	Rosenwald-Staudt-2001
VCAM1	LAG3	0.0124558825	Co-expression	Rosenwald-Staudt-2001
VCAM1	VWF	0.007657877	Co-expression	Rosenwald-Staudt-2001
VCAM1	CYP1B1	0.0053105205	Co-expression	Rosenwald-Staudt-2001
VCAM1	LGMN	0.0075212684	Co-expression	Rosenwald-Staudt-2001
VCAM1	PLPP3	0.009487729	Co-expression	Rosenwald-Staudt-2001
VCAM1	TNFSF10	0.010929782	Co-expression	Rosenwald-Staudt-2001
VCAM1	CD14	0.008000819	Co-expression	Rosenwald-Staudt-2001
VCAM1	VEGFC	0.008310191	Co-expression	Rosenwald-Staudt-2001
SPARC	TNFSF13	0.007239079	Co-expression	Rosenwald-Staudt-2001
SPARC	ARHGEF12	0.0065680402	Co-expression	Rosenwald-Staudt-2001
SPARC	CX3CL1	0.0067909257	Co-expression	Rosenwald-Staudt-2001
SPARC	THBS1	0.006060977	Co-expression	Rosenwald-Staudt-2001
SPARC	SMOX	0.0064040003	Co-expression	Rosenwald-Staudt-2001
SPARC	ITGA1	0.0038723338	Co-expression	Rosenwald-Staudt-2001
SPARC	LAG3	0.006852474	Co-expression	Rosenwald-Staudt-2001
SPARC	ITGB5	0.00748317	Co-expression	Rosenwald-Staudt-2001
SPARC	ITGA7	0.005174012	Co-expression	Rosenwald-Staudt-2001
SPARC	VWF	0.0049869744	Co-expression	Rosenwald-Staudt-2001
SPARC	CYP1B1	0.003958008	Co-expression	Rosenwald-Staudt-2001
SPARC	LGMN	0.0045087095	Co-expression	Rosenwald-Staudt-2001
SPARC	WASF3	0.00805295	Co-expression	Rosenwald-Staudt-2001
SPARC	PLPP3	0.0052326117	Co-expression	Rosenwald-Staudt-2001
SPARC	STAT1	0.006733559	Co-expression	Rosenwald-Staudt-2001
SPARC	TNFSF10	0.005905696	Co-expression	Rosenwald-Staudt-2001
SPARC	CD14	0.005163733	Co-expression	Rosenwald-Staudt-2001
SPARC	VEGFC	0.005014191	Co-expression	Rosenwald-Staudt-2001
SPARC	VCAM1	0.0056173224	Co-expression	Rosenwald-Staudt-2001
VCL	SPARC	0.008355459	Co-expression	Rosenwald-Staudt-2001
MMP9	TNFSF13	0.007733542	Co-expression	Rosenwald-Staudt-2001
MMP9	THBS1	0.006405086	Co-expression	Rosenwald-Staudt-2001
MMP9	SMOX	0.007448739	Co-expression	Rosenwald-Staudt-2001
MMP9	ITGA1	0.004203199	Co-expression	Rosenwald-Staudt-2001
MMP9	LAG3	0.008244438	Co-expression	Rosenwald-Staudt-2001
MMP9	ITGB5	0.0075327023	Co-expression	Rosenwald-Staudt-2001
MMP9	ITGA7	0.006981549	Co-expression	Rosenwald-Staudt-2001
MMP9	VWF	0.005391714	Co-expression	Rosenwald-Staudt-2001
MMP9	CYP1B1	0.0043494254	Co-expression	Rosenwald-Staudt-2001
MMP9	LGMN	0.0054086954	Co-expression	Rosenwald-Staudt-2001
MMP9	PLPP3	0.0059691407	Co-expression	Rosenwald-Staudt-2001
MMP9	STAT1	0.0077209226	Co-expression	Rosenwald-Staudt-2001
MMP9	TNFSF10	0.0067872056	Co-expression	Rosenwald-Staudt-2001
MMP9	CD14	0.0057979915	Co-expression	Rosenwald-Staudt-2001
MMP9	VEGFC	0.005127034	Co-expression	Rosenwald-Staudt-2001
MMP9	VCAM1	0.0067990418	Co-expression	Rosenwald-Staudt-2001
MMP9	SPARC	0.0046177204	Co-expression	Rosenwald-Staudt-2001
MMP9	VCL	0.009846121	Co-expression	Rosenwald-Staudt-2001
SLC2A3	TNF	0.013715121	Co-expression	Rosenwald-Staudt-2001
CCL5	TNFSF13	0.007564535	Co-expression	Rosenwald-Staudt-2001
CCL5	ITGB3	0.0069036107	Co-expression	Rosenwald-Staudt-2001
CCL5	THBS1	0.0055648386	Co-expression	Rosenwald-Staudt-2001
CCL5	SMOX	0.0076668677	Co-expression	Rosenwald-Staudt-2001
CCL5	ITGA1	0.0033219242	Co-expression	Rosenwald-Staudt-2001
CCL5	CXCL10	0.007495684	Co-expression	Rosenwald-Staudt-2001
CCL5	LAG3	0.007722554	Co-expression	Rosenwald-Staudt-2001
CCL5	VWF	0.00477868	Co-expression	Rosenwald-Staudt-2001
CCL5	CYP1B1	0.003928424	Co-expression	Rosenwald-Staudt-2001
CCL5	LGMN	0.0047300584	Co-expression	Rosenwald-Staudt-2001
CCL5	STAT1	0.0066571445	Co-expression	Rosenwald-Staudt-2001
CCL5	TNFSF10	0.006479928	Co-expression	Rosenwald-Staudt-2001
CCL5	CD14	0.00521991	Co-expression	Rosenwald-Staudt-2001
CCL5	VEGFC	0.004294731	Co-expression	Rosenwald-Staudt-2001
CCL5	VCAM1	0.0059320023	Co-expression	Rosenwald-Staudt-2001
CCL5	SPARC	0.003792377	Co-expression	Rosenwald-Staudt-2001
CCL5	VCL	0.00896719	Co-expression	Rosenwald-Staudt-2001
CCL5	MMP9	0.0042815325	Co-expression	Rosenwald-Staudt-2001
MNDA	TNFSF13	0.016261151	Co-expression	Rosenwald-Staudt-2001
FAM20A	FAM20C	0.0140249375	Co-expression	Innocenti-Brown-2011
KRT80	CD300E	0.010247995	Co-expression	Innocenti-Brown-2011
VWA1	FAM20C	0.010795954	Co-expression	Innocenti-Brown-2011
MPIG6B	IFNL1	0.020884397	Co-expression	Innocenti-Brown-2011
SH3BGRL2	TTC7B	0.027244527	Co-expression	Innocenti-Brown-2011
RETN	LILRA5	0.02285963	Co-expression	Innocenti-Brown-2011
RETN	MCEMP1	0.023315461	Co-expression	Innocenti-Brown-2011
DYSF	SERINC2	0.008739125	Co-expression	Innocenti-Brown-2011
FAXDC2	SMOC1	0.009374167	Co-expression	Innocenti-Brown-2011
TNFSF13B	LILRA5	0.01277434	Co-expression	Innocenti-Brown-2011
SLC25A37	TNFSF13B	0.014742577	Co-expression	Innocenti-Brown-2011
SIGLEC5	MCEMP1	0.020180216	Co-expression	Innocenti-Brown-2011
PLBD1	MCEMP1	0.017107707	Co-expression	Innocenti-Brown-2011
CLEC1B	EHD3	0.022259625	Co-expression	Innocenti-Brown-2011
C1QA	SIGLEC1	0.0100204265	Co-expression	Innocenti-Brown-2011
SEMA3F	SERINC2	0.0077614896	Co-expression	Innocenti-Brown-2011
SEMA3F	DYSF	0.017931238	Co-expression	Innocenti-Brown-2011
MAFB	C1QA	0.008810727	Co-expression	Innocenti-Brown-2011
ITGA2B	CD300E	0.011374935	Co-expression	Innocenti-Brown-2011
ITGA2B	MAP1A	0.012469918	Co-expression	Innocenti-Brown-2011
WFDC1	KAZN	0.017483927	Co-expression	Innocenti-Brown-2011
ITGB3	DYSF	0.021922389	Co-expression	Innocenti-Brown-2011
CSF1	GAS2L1	0.025218174	Co-expression	Innocenti-Brown-2011
PTAFR	C1QA	0.009218215	Co-expression	Innocenti-Brown-2011
CLDN5	ESAM	0.018787472	Co-expression	Innocenti-Brown-2011
CLDN5	EGFL7	0.016049413	Co-expression	Innocenti-Brown-2011
LILRB4	IFNL1	0.026052251	Co-expression	Innocenti-Brown-2011
PF4V1	TTC7B	0.025514994	Co-expression	Innocenti-Brown-2011
FSTL1	MSRB3	0.013790887	Co-expression	Innocenti-Brown-2011
MMP8	CMTM5	0.015025239	Co-expression	Innocenti-Brown-2011
MAOB	FAXDC2	0.007359547	Co-expression	Innocenti-Brown-2011
PPBP	MPIG6B	0.0428931	Co-expression	Innocenti-Brown-2011
PPBP	TNFSF13B	0.010920736	Co-expression	Innocenti-Brown-2011
CCL8	FST	0.016352912	Co-expression	Innocenti-Brown-2011
STAB1	LYVE1	0.030240595	Co-expression	Innocenti-Brown-2011
MMRN1	ANGPTL1	0.023300515	Co-expression	Innocenti-Brown-2011
MMRN1	TINAGL1	0.020679433	Co-expression	Innocenti-Brown-2011
MMRN1	FSTL1	0.011306898	Co-expression	Innocenti-Brown-2011
CALD1	WFDC1	0.018096209	Co-expression	Innocenti-Brown-2011
CTSO	CAV2	0.016627762	Co-expression	Innocenti-Brown-2011
PF4	MPIG6B	0.037652712	Co-expression	Innocenti-Brown-2011
PF4	RETN	0.018866513	Co-expression	Innocenti-Brown-2011
PF4	TNFSF13B	0.011755554	Co-expression	Innocenti-Brown-2011
PF4	PPBP	0.06537964	Co-expression	Innocenti-Brown-2011
THBS1	RETN	0.007090805	Co-expression	Innocenti-Brown-2011
THBS1	ITGB3	0.007703134	Co-expression	Innocenti-Brown-2011
THBS1	JAM3	0.009366236	Co-expression	Innocenti-Brown-2011
SMOX	SEMA3F	0.007713451	Co-expression	Innocenti-Brown-2011
SMOX	ITGB3	0.007809659	Co-expression	Innocenti-Brown-2011
SMOX	ESM1	0.008559343	Co-expression	Innocenti-Brown-2011
ENTPD6	DYSF	0.01620805	Co-expression	Innocenti-Brown-2011
GP1BA	PPBP	0.024874715	Co-expression	Innocenti-Brown-2011
GP1BA	CCL8	0.016299762	Co-expression	Innocenti-Brown-2011
NRGN	MPIG6B	0.017505461	Co-expression	Innocenti-Brown-2011
NRGN	PPBP	0.03072567	Co-expression	Innocenti-Brown-2011
NRGN	PF4	0.030407285	Co-expression	Innocenti-Brown-2011
ADAM9	ITGA1	0.010265984	Co-expression	Innocenti-Brown-2011
HTRA1	VWA1	0.010341766	Co-expression	Innocenti-Brown-2011
MYL9	WFDC1	0.023308894	Co-expression	Innocenti-Brown-2011
MYL9	FSTL1	0.014715311	Co-expression	Innocenti-Brown-2011
VSIG4	KREMEN1	0.011651398	Co-expression	Innocenti-Brown-2011
VSIG4	LYVE1	0.014683774	Co-expression	Innocenti-Brown-2011
VSIG4	PLBD1	0.013991933	Co-expression	Innocenti-Brown-2011
VSIG4	CLEC1B	0.010774158	Co-expression	Innocenti-Brown-2011
VSIG4	C1QA	0.00857916	Co-expression	Innocenti-Brown-2011
VSIG4	MAFB	0.014910887	Co-expression	Innocenti-Brown-2011
VSIG4	PTAFR	0.015646439	Co-expression	Innocenti-Brown-2011
IL6R	SMOC1	0.017739007	Co-expression	Innocenti-Brown-2011
CETP	LYVE1	0.017178783	Co-expression	Innocenti-Brown-2011
CETP	C1QA	0.008842546	Co-expression	Innocenti-Brown-2011
CETP	MAFB	0.01845426	Co-expression	Innocenti-Brown-2011
CXCL10	CCL8	0.01689199	Co-expression	Innocenti-Brown-2011
LAG3	CX3CL1	0.029275263	Co-expression	Innocenti-Brown-2011
LAG3	CXCL10	0.023075616	Co-expression	Innocenti-Brown-2011
LTBP1	CALD1	0.018951254	Co-expression	Innocenti-Brown-2011
FOLR2	SIGLEC1	0.012383499	Co-expression	Innocenti-Brown-2011
FOLR2	C1QA	0.007247025	Co-expression	Innocenti-Brown-2011
FOLR2	MAFB	0.011720783	Co-expression	Innocenti-Brown-2011
FOLR2	VSIG4	0.009530406	Co-expression	Innocenti-Brown-2011
FOLR2	CETP	0.012612733	Co-expression	Innocenti-Brown-2011
MYLK	FAXDC2	0.0073474105	Co-expression	Innocenti-Brown-2011
S100A9	MCEMP1	0.02415508	Co-expression	Innocenti-Brown-2011
S100A9	LYVE1	0.017164283	Co-expression	Innocenti-Brown-2011
S100A9	SIGLEC5	0.019037489	Co-expression	Innocenti-Brown-2011
S100A9	PLBD1	0.019819677	Co-expression	Innocenti-Brown-2011
AQP9	PCOLCE2	0.02372598	Co-expression	Innocenti-Brown-2011
PTPRF	FAM20C	0.024277011	Co-expression	Innocenti-Brown-2011
PTPRF	FAM20A	0.015917156	Co-expression	Innocenti-Brown-2011
PTPRF	VWA1	0.013237331	Co-expression	Innocenti-Brown-2011
S100A8	MCEMP1	0.022447739	Co-expression	Innocenti-Brown-2011
S100A8	RETN	0.01810212	Co-expression	Innocenti-Brown-2011
S100A8	LYVE1	0.016219258	Co-expression	Innocenti-Brown-2011
S100A8	SIGLEC5	0.014943202	Co-expression	Innocenti-Brown-2011
S100A8	PLBD1	0.017866049	Co-expression	Innocenti-Brown-2011
S100A8	S100A9	0.024718778	Co-expression	Innocenti-Brown-2011
ITGA7	METTL7B	0.033219635	Co-expression	Innocenti-Brown-2011
GJA4	ESAM	0.01925231	Co-expression	Innocenti-Brown-2011
GJA4	CLDN5	0.014537878	Co-expression	Innocenti-Brown-2011
GJA4	FSTL1	0.008822286	Co-expression	Innocenti-Brown-2011
PTX3	ITGB3	0.012391085	Co-expression	Innocenti-Brown-2011
